ANO_EJE|MES_EJE|TIPO_GOBIERNO|TIPO_GOBIERNO_NOMBRE|SECTOR|SECTOR_NOMBRE|PLIEGO|PLIEGO_NOMBRE|SEC_EJEC|EJECUTORA|EJECUTORA_NOMBRE|DEPARTAMENTO_EJECUTORA|DEPARTAMENTO_EJECUTORA_NOMBRE|PROVINCIA_EJECUTORA|PROVINCIA_EJECUTORA_NOMBRE|DISTRITO_EJECUTORA|DISTRITO_EJECUTORA_NOMBRE|SEC_FUNC|PROGRAMA_PPTO|PROGRAMA_PPTO_NOMBRE|TIPO_ACT_PROY|PRODUCTO_PROYECTO|PRODUCTO_PROYECTO_NOMBRE|ACTIVIDAD_ACCION_OBRA|ACTIVIDAD_ACCION_OBRA_NOMBRE|FUNCION|FUNCION_NOMBRE|DIVISION_FUNCIONAL|DIVISION_FUNCIONAL_NOMBRE|GRUPO_FUNCIONAL|GRUPO_FUNCIONAL_NOMBRE|META|FINALIDAD|META_NOMBRE|DEPARTAMENTO_META|DEPARTAMENTO_META_NOMBRE|RUBRO|RUBRO_NOMBRE|FUENTE_FINANC|FUENTE_FINANC_NOMBRE|TIPO_RECURSO|TIPO_RECURSO_NOMBRE|CATEG_GASTO|CATEG_GASTO_NOMBRE|TIPO_TRANSACCION|GENERICA|GENERICA_NOMBRE|SUBGENERICA|SUBGENERICA_NOMBRE|SUBGENERICA_DET|SUBGENERICA_DET_NOMBRE|ESPECIFICA|ESPECIFICA_NOMBRE|ESPECIFICA_DET|ESPECIFICA_DET_NOMBRE|MONTO_PIA|MONTO_PIM|MONTO_CERTIFICADO|MONTO_COMPROMETIDO_ANUAL|MONTO_COMPROMETIDO|MONTO_DEVENGADO|MONTO_GIRADO
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1333|020|MINAG - ALTO HUALLAGA|10|HUANUCO|06|LEONCIO PRADO|01|HUANUCO|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1330|017|MINAG - BINACIONAL LAGO TITICACA|21|PUNO|01|PUNO|01|PUNO|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1327|014|MINAG - BINACIONAL PUYANGO - TUMBES|24|TUMBES|01|TUMBES|01|TUMBES|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1331|018|MINAG - BINACIONAL RIO PUTUMAYO|16|LORETO|01|MAYNAS|01|LORETO|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1332|019|MINAG - JAEN- SAN IGNACIO- BAGUA|06|CAJAMARCA|08|JAEN|01|CAJAMARCA|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1328|015|MINAG - JEQUETEPEQUE- ZA?A|06|CAJAMARCA|05|CONTUMAZA|08|CAJAMARCA|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1334|021|MINAG - PICHIS PALCAZU|12|JUNIN|03|CHANCHAMAYO|01|JUNIN|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1329|016|MINAG - SIERRA CENTRO SUR|05|AYACUCHO|01|HUAMANGA|01|AYACUCHO|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1634|036|MINAGRI - FONDO SIERRA AZUL|15|LIMA|01|LIMA|13|LIMA|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1631|035|MINAGRI- GESTION DE PROYECTOS SECTORIALES|15|LIMA|01|LIMA|13|LIMA|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|155|001|MINISTERIO DE AGRICULTURA-ADMINISTRACION CENTRAL|15|LIMA|01|LIMA|13|LIMA|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1297|012|PROGRAMA DE COMPENSACION PARA LA COMPETITIVIDAD|15|LIMA|01|LIMA|01|LIMA|9999|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|006|GESTION|0008|ASESORAMIENTO Y APOYO|00001|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|15|LIMA|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS|1|ALIMENTOS Y BEBIDAS PARA CONSUMO HUMANO|0|0|0|0|0|0|0
2020|0|E|GOBIERNO NACIONAL|13|AGRICULTURA|013|M. DE AGRICULTURA Y RIEGO|1296|011|PROGRAMA DE DESARROLLO PRODUCTIVO AGRARIO RURAL - AGRORURAL|15|LIMA|01|LIMA|13|LIMA|699|9002|ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS|ACTIVIDAD|3999999|SIN PRODUCTO|5006269|PREVENCION, CONTROL, DIAGNOSTICO Y TRATAMIENTO DE CORONAVIRUS|03|PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA|010|EFICIENCIA DE MERCADOS|0018|EFICIENCIA DE MERCADOS|00173|0290093|SENSIBILIZACION Y COMUNICACION DEL RIESGO|21|PUNO|00|RECURSOS ORDINARIOS|1|RECURSOS ORDINARIOS|0|RECURSOS ORDINARIOS|5|GASTO CORRIENTE|2|3|BIENES Y SERVICIOS|1|COMPRA DE BIENES|5|MATERIALES Y  UTILES|1|DE OFICINA|2|PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA|0|90|0|0|0|0|0
