ANO_EJE|TIPO_GOBIERNO|TIPO_GOBIERNO_NOMBRE|SECTOR|SECTOR_NOMBRE|PLIEGO|PLIEGO_NOMBRE|SEC_EJEC|EJECUTORA|EJECUTORA_NOMBRE|ALMACEN|SEC_ALMACEN|NOMBRE_ALMACEN|TIPO_TRANSAC|NOMBRE_TIPO_TRANSACCION|NRO_MOVIMTO|NRO_ORDEN|PROVEEDOR|NOMBRE_PROVEEDOR|OBSERVACION|FECHA_MOVIMTO|MES_MOVIMTO|NOMBRE_MES|TIPO_USO|NRO_GUIA|NRO_FACTURA|ESTADO_KARDEX|FECHA_REG|DOCUM_CONFIRMA|FECHA_CONFIRMA|GLOSA|TIPO_BIEN|GRUPO_BIEN|NOMBRE_GRUPO|CLASE_BIEN|NOMBRE_CLASE|FAMILIA_BIEN|NOMBRE_FAMILIA|ITEM_BIEN|NOMBRE_ITEM|UNIDAD_MEDIDA|UNIDAD_MEDIDA_DESC|MARCA|NOMBRE_MARCA|CANT_ARTICULO|PRECIO_UNIT|VALOR_TOTAL
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |19|0|0|PERU COMPRAS                                                                                        |PECOSA 003-20  27.03.2020   INGRESO  27.03.2020                                                     |27/03/2020|3|MARZO                           |C|PEC 003-20|19             |CON CONFORMIDAD                 |29/03/2020 9:46:35|PECOSA  0003-20                                   |27/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|10|LABORATORIO Y GABINETE: IMPLEMENTOS|0006|PIPETAS Y MICROPIPETAS|0722|MICROPIPETA VOLUMEN VARIABLE 1 µL - 10 µL|112|UNIDAD|882|EPPENDORF                                                                                           |20|790,6|15812
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |19|0|0|PERU COMPRAS                                                                                        |PECOSA 003-20  27.03.2020   INGRESO  27.03.2020                                                     |27/03/2020|3|MARZO                           |C|PEC 003-20|19             |CON CONFORMIDAD                 |29/03/2020 9:46:35|PECOSA  0003-20                                   |27/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|10|LABORATORIO Y GABINETE: IMPLEMENTOS|0006|PIPETAS Y MICROPIPETAS|0447|MICROPIPETA VOLUMEN VARIABLE 100 µL - 1000 µL|112|UNIDAD|882|EPPENDORF                                                                                           |20|918,04|18360,8
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |19|0|0|PERU COMPRAS                                                                                        |PECOSA 003-20  27.03.2020   INGRESO  27.03.2020                                                     |27/03/2020|3|MARZO                           |C|PEC 003-20|19             |CON CONFORMIDAD                 |29/03/2020 9:46:35|PECOSA  0003-20                                   |27/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|10|LABORATORIO Y GABINETE: IMPLEMENTOS|0006|PIPETAS Y MICROPIPETAS|0464|MICROPIPETA VOLUMEN VARIABLE 20 µL - 200 µL|112|UNIDAD|882|EPPENDORF                                                                                           |20|918,04|18360,8
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |20|0|0|PERU COMPRAS                                                                                        |PECOSA  002-20   27.03.2020    INGRESO   27.03.2020                                                 |27/03/2020|3|MARZO                           |C|PEC 002-20|20             |CON CONFORMIDAD                 |29/03/2020 10:54:56|PECOSA   002-20                                   |27/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|10|LABORATORIO Y GABINETE: IMPLEMENTOS|0008|TUBOS Y MICROTUBOS PARA USO EN LABORATORIO|1255|TUBO DE POLIPROPILENO GRADUADO 1.5 mL CON TAPA ROSCA X 1000|112|UNIDAD|18340|BIO BASIC                                                                                           |40|520|20800
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |21|0|0|PERU COMPRAS                                                                                        |PECOSA 0004-20  28.03.2020  INGRESO   28.03.2020                                                    |27/03/2020|3|MARZO                           |C|PEC-004-20|21             |CON CONFORMIDAD                 |01/04/2020 10:40:24|PECOSA 004-20                                     |28/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|11|BIOQUÍMICA : REACTIVOS USO ESPECÍFICO Y USO GENERAL|0002|BIOQUÍMICA:  REACTIVOS USO ESPECÍFICO|1209|PRUEBA RÁPIDA COVID-19 IgG/IgM|421|DETERMINACION|328|SIN MARCA                                                                                           |150000|16,5672|2485080
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |22|0|0|PERU COMPRAS                                                                                        |PECOSA 0005-20  31.03.2020   INGRESO  31.03.2020                                                    |31/03/2020|3|MARZO                           |C|PEC 005-20|22             |CON CONFORMIDAD                 |01/04/2020 13:07:17|PECOSA 005-20                                     |30/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|86|REACTIVOS Y OTROS SIMILAR P/ANAL. DE ANATOMOPATOLOGÍA, INMUNOLOGÍA, CITOGENET., BIOLOG MOLEC Y OTROS|0010|MEDIOS DE CULTIVO|1080|MEDIO DE TRANSPORTE VIRAL X 3 mL|112|UNIDAD|18333|COPAN                                                                                               |400|11,72|4688
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |22|0|0|PERU COMPRAS                                                                                        |PECOSA 0005-20  31.03.2020   INGRESO  31.03.2020                                                    |31/03/2020|3|MARZO                           |C|PEC 005-20|22             |CON CONFORMIDAD                 |01/04/2020 13:07:17|PECOSA 005-20                                     |30/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|20|LABORATORIO Y GABINETE: MATERIALES|0035|PUNTERAS PARA PIPETA/MICROPIPETA|0244|PUNTERA (TIPS) ESTÉRIL 100 µL - 1000 µL COLOR AZUL X 96|337|CAJA|18333|COPAN                                                                                               |150|25|3750
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |22|0|0|PERU COMPRAS                                                                                        |PECOSA 0005-20  31.03.2020   INGRESO  31.03.2020                                                    |31/03/2020|3|MARZO                           |C|PEC 005-20|22             |CON CONFORMIDAD                 |01/04/2020 13:07:17|PECOSA 005-20                                     |30/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|20|LABORATORIO Y GABINETE: MATERIALES|0035|PUNTERAS PARA PIPETA/MICROPIPETA|0170|TIPS ESTERIL CON FILTRO 20 uL - 200 uL X 96|112|UNIDAD|1413|AXYGEN                                                                                              |200|34|6800
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |22|0|0|PERU COMPRAS                                                                                        |PECOSA 0005-20  31.03.2020   INGRESO  31.03.2020                                                    |31/03/2020|3|MARZO                           |C|PEC 005-20|22             |CON CONFORMIDAD                 |01/04/2020 13:07:17|PECOSA 005-20                                     |30/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|51|LABORATORIO Y GABINETE: IMPLEMENTOS, MATERIALES, REPUESTOS Y ACCESORIOS|10|LABORATORIO Y GABINETE: IMPLEMENTOS|0008|TUBOS Y MICROTUBOS PARA USO EN LABORATORIO|1029|TUBO DE POLIPROPILENO 0.1 ml PARA PCR TERMOCICLADOR CORBETT EN TIEMPO REAL X 1000|112|UNIDAD|1413|AXYGEN                                                                                              |10|449,75|4497,5
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |15|0|0|CENARES - MINSA                                                                                     |PECOSA  1863  13.03.2020  INGRESO  16.03.2020                                                       |16/03/2020|3|MARZO                           |C|PEC1863-20|15             |CON CONFORMIDAD                 |18/03/2020 12:42:33|PECOSA  1863-20                                   |16/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|86|REACTIVOS Y OTROS SIMILAR P/ANAL. DE ANATOMOPATOLOGÍA, INMUNOLOGÍA, CITOGENET., BIOLOG MOLEC Y OTROS|0009|OTROS REACTIVOS Y SIMILARES PARA DIAGNÓSTICO USO EN LABORATORIO |3175|KIT DE DIAGNOSTICO PARA LA DETECCION CUALITATIVA DE ADN y ARN DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA TIPO 1 (HIV-1) X 48 DETERMINACIONES|112|UNIDAD|34511|CENARES 20                                                                                          |26|6780|176280
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |16|0|0|CENARES - MINSA                                                                                     |PECOSA  1864-20  13.03.2020   INGRESO   16.03.2020                                                  |16/03/2020|3|MARZO                           |C|PEC1864-20|16             |CON CONFORMIDAD                 |18/03/2020 12:44:08|PECOSA  1864-20                                   |16/03/2020|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|86|REACTIVOS Y OTROS SIMILAR P/ANAL. DE ANATOMOPATOLOGÍA, INMUNOLOGÍA, CITOGENET., BIOLOG MOLEC Y OTROS|0009|OTROS REACTIVOS Y SIMILARES PARA DIAGNÓSTICO USO EN LABORATORIO |3789|KIT PCR EN TIEMPO REAL PARA CUANTIFICACION DE CARGA VIRAL DE HEPATITIS B|421|DETERMINACION|34511|CENARES 20                                                                                          |1440|199|286560
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |23|0|0|PERU COMPRAS                                                                                        |PECOSA 006-20    01.04.2020   INGRESO  01.04.2020                                                   |01/04/2020|4|ABRIL                           |C|PEC 006-20|23             |CON CONFORMIDAD                 |01/04/2020 15:00:43|PECOSA006-20                                      |01/04/2020 15:35:48|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|11|BIOQUÍMICA : REACTIVOS USO ESPECÍFICO Y USO GENERAL|0002|BIOQUÍMICA:  REACTIVOS USO ESPECÍFICO|1209|PRUEBA RÁPIDA COVID-19 IgG/IgM|421|DETERMINACION|328|SIN MARCA                                                                                           |180000|16,5672|2982096
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |24|0|0|PERU COMPRAS                                                                                        |PECOSA 0001B-20   01.04.2020   INGRESO   01.04.2020                                                 |01/04/2020|4|ABRIL                           |C|PEC 01B-20|24             |CON CONFORMIDAD                 |01/04/2020 16:05:13|PECOSA  001B-20                                   |01/04/2020 16:07:40|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|86|REACTIVOS Y OTROS SIMILAR P/ANAL. DE ANATOMOPATOLOGÍA, INMUNOLOGÍA, CITOGENET., BIOLOG MOLEC Y OTROS|0009|OTROS REACTIVOS Y SIMILARES PARA DIAGNÓSTICO USO EN LABORATORIO |3992|KIT PARA DIAGNÓSTICO CUALITATIVO SARS-CoV-2 (INCLUYE CONSUMIBLE)|112|UNIDAD|16273|COBAS                                                                                               |576|82,6|47577,6
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |25|0|0|PERU COMPRAS                                                                                        |PECOSA   002A-20   01.04.2020   INGRESO    01.04.2020                                               |01/04/2020|4|ABRIL                           |C|PEC 02A-20|25             |CON CONFORMIDAD                 |01/04/2020 16:08:08|PECOSA 002B-20                                    |01/04/2020 16:10:27|INS                                                                                                                                                                                                                                                                                                         |B|35|PRODUCTOS QUÍMICOS INCLUYE BIO-QUÍMICOS Y GASES INDUSTR. Y REACTIVOS DE ANÁLISIS CLÍNICOS Y DIAG|86|REACTIVOS Y OTROS SIMILAR P/ANAL. DE ANATOMOPATOLOGÍA, INMUNOLOGÍA, CITOGENET., BIOLOG MOLEC Y OTROS|0009|OTROS REACTIVOS Y SIMILARES PARA DIAGNÓSTICO USO EN LABORATORIO |3992|KIT PARA DIAGNÓSTICO CUALITATIVO SARS-CoV-2 (INCLUYE CONSUMIBLE)|112|UNIDAD|16273|COBAS                                                                                               |768|82,6|63436,8
2020|E|GOBIERNO NACIONAL               |11|SALUD|131|INSTITUTO NACIONAL DE SALUD|151|001|INSTITUTO NACIONAL DE SALUD|001|000|ALMACEN CENTRAL                         |4|NEA - DONACION                  |26|0|0|PERU COMPRAS                                                                                        |PECOSA N° 014-2020  17/04/2020INGRESO: 17/04/2020                                                   |17/04/2020|4|ABRIL                           |C|026       |26             |CON CONFORMIDAD                 |18/04/2020 9:54:23|PECOSA N° 014                                     |17/04/2020|CNSP                                                                                                                                                                                                                                                                                                        |B|53|HOSPITALIZACIÓN|22|EQUIPO DE HOSPITALIZACIÓN |8070|MINI CENTRÍFUGA|0001|MINI CENTRIFUGA|112|UNIDAD|8270|OXFORD (USA)                                                                                        |8|2400|19200
2020|R|GOBIERNO REGIONAL               |99|GOBIERNOS REGIONALES|440|GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS|1101|403|REGION AMAZONAS-HOSPITAL DE APOYO BAGUA|001|002|ALMACEN ESPECIALIZADO DE MEDICAMENTOS   |4|NEA - DONACION                  |40|0|0|HOSPITAL DE APOYO BAGUA                                                                             |REING DE MEDIC Y DIPS MEDIC FARM. D.U. DEL HAB 2020.                                                |13/03/2020|3|MARZO                           |C|FDMDMN°023|FDMDMN°023     |CON CONFORMIDAD                 |13/03/2020 12:45:41|FDMDMN°023                                        |13/03/2020 15:20:40|REING DE MEDIC Y DIPS MEDIC FARM. D.U. DEL HAB 2020.                                                                                                                                                                                                                                                        |B|58|PRODUCTOS FARMACÉUTICOS|51|AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROL.:  SOL. CORRECT DE TRAST.HÍDRICOS, ELECTROL. Y AC. BAS.|0007|DEXTROSA|0011|DEXTROSA 5 g/100 mL (5 %) INY 1 L|112|UNIDAD|328|SIN MARCA                                                                                           |1|2|2
