"ANO_EJE","REGION","TIPO_GOBIERNO","TIPO_GOBIERNO_NOMBRE","SECTOR","SECTOR_NOMBRE","PLIEGO","PLIEGO_NOMBRE","SEC_EJEC","EJECUTORA","EJECUTORA_NOMBRE","ALMACEN","SEC_ALMACEN","NOMBRE_ALMACEN","TIPO_TRANSAC","NOMBRE_TIPO_TRANSACCION","NRO_MOVIMTO","NRO_ORDEN","PROVEEDOR","NOMBRE_PROVEEDOR","OBSERVACION","FECHA_MOVIMTO","MES_MOVIMTO","NOMBRE_MES","TIPO_USO","NRO_GUIA","NRO_FACTURA","ESTADO_KARDEX","FECHA_REG","DOCUM_CONFIRMA","FECHA_CONFIRMA","GLOSA","TIPO_BIEN","GRUPO_BIEN","NOMBRE_GRUPO","CLASE_BIEN","NOMBRE_CLASE","FAMILIA_BIEN","NOMBRE_FAMILIA","ITEM_BIEN","NOMBRE_ITEM","UNIDAD_MEDIDA","UNIDAD_MEDIDA_DESC","MARCA","NOMBRE_MARCA","CANT_ARTICULO","PRECIO_UNIT","VALOR_TOTAL"
"2020","AREQUIPA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","443","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA","766","401","REGION AREQUIPA-HOSPITAL GOYENECHE","001","007","ALMACEN BIENES DE CAPITAL","4","NEA - DONACION","5","0","0","VALLERY ALEXIS REATEGUI VASQUEZ","DONACION EN FAVOR DE LA DIRECCION GENERAL","29-APR-20","4","ABRIL","C","5","RA 106-2020-GRA","CON CONFORMIDAD","08-MAY-20","R.A N°106-2020-GRA/GRS/GR-HG/OLOG-OEA","08-MAY-20","DONACION EN FAVOR DE LA DIRECCION GENERAL","B","74","OFICINA","22","EQUIPO DE OFICINA ","2358","EQUIPO MULTIFUNCIONAL COPIADORA IMPRESORA SCANNER Y/O FAX ","0008","EQUIPO MULTIFUNCIONAL COPIADORA IMPRESORA SCANNER","112","UNIDAD","53","CANON","1","549","549"
"2020","AREQUIPA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","443","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA","766","401","REGION AREQUIPA-HOSPITAL GOYENECHE","001","007","ALMACEN BIENES DE CAPITAL","4","NEA - DONACION","6","0","0","UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA","DONACION EN FAVOR DE SERVICIO DE PSICOLOGIA","29-APR-20","4","ABRIL","C","6","RA 107-2020-GRA","CON CONFORMIDAD","08-MAY-20","R.A. 107-2020-GRA/GRS/GR-HG/OLOG-OEA","08-MAY-20","DONACION DE LA UNIVERSIDAD CONTINENTAL","B","74","OFICINA","64","MOBILIARIO DE OFICINA ","0355","ARCHIVADOR DE MELAMINA","0018","ARCHIVADOR DE MELAMINA","112","UNIDAD","1190","SIN  MARCA","1","1101.69","1101.69"
"2020","AREQUIPA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","443","GOBIERNO REGIONAL DEL DEPARTAMENTO DE AREQUIPA","766","401","REGION AREQUIPA-HOSPITAL GOYENECHE","001","007","ALMACEN BIENES DE CAPITAL","4","NEA - DONACION","6","0","0","UNIVERSIDAD CONTINENTAL SOCIEDAD ANONIMA CERRADA","DONACION EN FAVOR DE SERVICIO DE PSICOLOGIA","29-APR-20","4","ABRIL","C","6","RA 107-2020-GRA","CON CONFORMIDAD","08-MAY-20","R.A. 107-2020-GRA/GRS/GR-HG/OLOG-OEA","08-MAY-20","DONACION DE LA UNIVERSIDAD CONTINENTAL","B","74","OFICINA","64","MOBILIARIO DE OFICINA ","2864","CASILLERO DE MELAMINA","0001","CASILLERO DE MELAMINA","112","UNIDAD","1190","SIN  MARCA","1","1271.19","1271.19"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0041","MASCARILLAS  DESCARTABLES","0108","MASCARILLA DESCARTABLE BUCONASAL","112","UNIDAD","809","GAMED","300",".16","48"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0041","MASCARILLAS  DESCARTABLES","0158","MASCARILLA DESCARTABLE TIPO N-95","112","UNIDAD","2598","GOLDEN MEDIC","40","4","160"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","55","VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN","0001","ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE","1438","MANDIL DESCARTABLE NO ESTÉRIL ","112","UNIDAD","328","SIN MARCA","22","2.18","47.96"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0028","GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS)","0112","GUANTE PARA EXAMEN DESCARTABLE Nº 7 X 100 UNI","112","UNIDAD","328","SIN MARCA","10","10.98","109.8"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","13","ASEO, LIMPIEZA Y TOCADOR  :   REPUESTOS, ACCESORIOS, ÚTILES Y MATERIALES","92","TOCADOR Y COSMETOLOGÍA: MATERIALES","0010","JABONES PARA MANOS Y CUERPO","0026","JABON GERMICIDA LIQUIDO","349","LITRO","328","SIN MARCA","4","53.5","214"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","13","ASEO, LIMPIEZA Y TOCADOR  :   REPUESTOS, ACCESORIOS, ÚTILES Y MATERIALES","92","TOCADOR Y COSMETOLOGÍA: MATERIALES","0016","PAPELES TOALLA","0327","PAPEL TOALLA HOJA SIMPLE INTERFOLIADO BLANCO X 200 HOJAS","112","UNIDAD","2643","KLEENEX","5","9.7","48.5"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","3","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA","04-MAR-20","3","MARZO","C","NEA N°003","N°0390-2020","CON CONFORMIDAD","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/G.R.T","04-MAR-20","MEMORANDO N°0390-2020-DIREC.EJEC.-HHUT-DRS.T/GOB.REG.TACNA.-OFICIO N°018-2020-ESOD-FACS","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","55","VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN","0001","ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE","0036","GORRO DESCARTABLE","112","UNIDAD","328","SIN MARCA","300",".8299","248.97"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","4","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA","13-MAR-20","3","MARZO","C","NEA N°004","N°527-2020","CON CONFORMIDAD","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.RE","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA.-OFICIO N°039-2020-SEP.-OBST-FACS-/UNJBG","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","55","VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN","0001","ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE","0036","GORRO DESCARTABLE","112","UNIDAD","1763","ALFIMEDIX","120",".829917","99.59"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","4","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA","13-MAR-20","3","MARZO","C","NEA N°004","N°527-2020","CON CONFORMIDAD","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.RE","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA.-OFICIO N°039-2020-SEP.-OBST-FACS-/UNJBG","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0041","MASCARILLAS  DESCARTABLES","0158","MASCARILLA DESCARTABLE TIPO N-95","112","UNIDAD","2","3M","48","4","192"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","4","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA","13-MAR-20","3","MARZO","C","NEA N°004","N°527-2020","CON CONFORMIDAD","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.RE","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA.-OFICIO N°039-2020-SEP.-OBST-FACS-/UNJBG","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","55","VESTUARIO, COBERTORES, MATERIAL DESCARTABLE PARA INTERNAMIENTO Y HOSPITALIZACIÓN","0001","ROPA QUIRÚRGICA PARA PERSONAL MÉDICO Y PACIENTE","0720","MANDILON DESCARTABLE TALLA M","112","UNIDAD","1169","ENDOMEDIC","120","5.66","679.2"
"2020","TACNA","R","GOBIERNO REGIONAL","99","GOBIERNOS REGIONALES","460","GOBIERNO REGIONAL DEL DEPARTAMENTO DE TACNA","970","401","REGION TACNA-HOSPITAL DE APOYO HIPOLITO UNANUE","003","000","ALMACEN DONACIONES","4","NEA - DONACION","4","0","0","UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA","13-MAR-20","3","MARZO","C","NEA N°004","N°527-2020","CON CONFORMIDAD","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.RE","13-MAR-20","MEMORANDO N°527-2020-DIREC.EJEC.-HHUT.DRS.T/GOB.REG.TACNA.-OFICIO N°039-2020-SEP.-OBST-FACS-/UNJBG","B","49","ACCES., REPUEST. DE EQ. MÉDICOS Y QUIRÚRG. Y SUMINIST. MÉDIC.(INC. MATER. MED. INSTR. Y ROPA DESC.)","57","MATERIAL MÉDICO","0028","GUANTES PARA EXAMEN DESCARTABLES (NO QUIRÚRGICOS)","0112","GUANTE PARA EXAMEN DESCARTABLE Nº 7 X 100 UNI","112","UNIDAD","328","SIN MARCA","24","10.98","263.52"
